organism,reviewed_count,unreviewed_count,pdb_structures_count,organism_id,lineage,type,type_merge_microbes,superdomain,domain,kingdom,reviewed_count_radius,unreviewed_count_radius,pdb_structures_count_radius
Conus regius,42,42,2,101314,Caenogastropoda; Conidae; Conoidea; Conus; Eukaryota; Gastropoda; Lophotrochozoa; Metazoa; Mollusca; Neogastropoda; Spiralia; Stephanoconus,Animal,Animal,Cellular Life,Eukaryota,Animal,3.656366395715726,3.656366395715726,0.7978845608028654
Lysinibacillus sphaericus,41,41,6,1421,Bacillaceae; Bacillales; Bacillati; Bacilli; Bacillota; Bacteria; Lysinibacillus,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.6125759969217834,3.6125759969217834,1.381976597885342
Saguinus oedipus,41,41,3,9490,Callitrichinae; Cebidae; Chordata; Craniata; Euarchontoglires; Eukaryota; Euteleostomi; Eutheria; Haplorrhini; Mammalia; Metazoa; Platyrrhini; Primates; Saguinus; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.6125759969217834,3.6125759969217834,0.9772050238058398
Arachis hypogaea,41,41,4,3818,50 kb inversion clade; Arachis; Dalbergieae; Embryophyta; Eukaryota; Fabaceae; Fabales; Gunneridae; Magnoliopsida; Papilionoideae; Pentapetalae; Pterocarpus clade; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; dalbergioids sensu lato; eudicotyledons; fabids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,3.6125759969217834,3.6125759969217834,1.1283791670955126
Homarus americanus,41,41,2,6706,Arthropoda; Astacidea; Crustacea; Decapoda; Ecdysozoa; Eucarida; Eukaryota; Eumalacostraca; Homarus; Malacostraca; Metazoa; Multicrustacea; Nephropidae; Nephropoidea; Pleocyemata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.6125759969217834,3.6125759969217834,0.7978845608028654
Mytilus edulis,41,41,4,6550,Autobranchia; Bivalvia; Eukaryota; Lophotrochozoa; Metazoa; Mollusca; Mytilida; Mytilidae; Mytilinae; Mytiloidea; Mytilus; Pteriomorphia; Spiralia,Animal,Animal,Cellular Life,Eukaryota,Animal,3.6125759969217834,3.6125759969217834,1.1283791670955126
Haemophilus phage HP1 (strain HP1c1),41,41,1,1289570,Caudoviricetes; Duplodnaviria; Haemophilus phage HP1; Heunggongvirae; Hpunavirus; Peduoviridae; Uroviricota; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,3.6125759969217834,3.6125759969217834,0.5641895835477563
Clitoria ternatea,41,41,2,43366,50 kb inversion clade; Clitoria; Embryophyta; Eukaryota; Fabaceae; Fabales; Gunneridae; Magnoliopsida; NPAAA clade; Papilionoideae; Pentapetalae; Phaseoleae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; eudicotyledons; fabids; indigoferoid/millettioid clade; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,3.6125759969217834,3.6125759969217834,0.7978845608028654
Sinapis alba,41,41,2,3728,Brassicaceae; Brassicales; Brassiceae; Embryophyta; Eukaryota; Gunneridae; Magnoliopsida; Pentapetalae; Sinapis; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; eudicotyledons; malvids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,3.6125759969217834,3.6125759969217834,0.7978845608028654
Galdieria sulphuraria,41,41,4,130081,Bangiophyceae; Eukaryota; Galdieria; Galdieriaceae; Galdieriales; Rhodophyta,other Eukaryota,Other Eukaryota,Cellular Life,Eukaryota,other Eukaryota,3.6125759969217834,3.6125759969217834,1.1283791670955126
Conus imperialis,41,41,2,35631,Caenogastropoda; Conidae; Conoidea; Conus; Eukaryota; Gastropoda; Lophotrochozoa; Metazoa; Mollusca; Neogastropoda; Spiralia; Stephanoconus,Animal,Animal,Cellular Life,Eukaryota,Animal,3.6125759969217834,3.6125759969217834,0.7978845608028654
Enterobacter agglomerans,41,41,2,549,Bacteria; Enterobacterales; Erwiniaceae; Gammaproteobacteria; Pantoea; Pantoea agglomerans group; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.6125759969217834,3.6125759969217834,0.7978845608028654
Microchaete diplosiphon,41,41,2,1197,Bacillati; Bacteria; Cyanobacteriota; Cyanophyceae; Microchaete; Nostocales; Rivulariaceae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.6125759969217834,3.6125759969217834,0.7978845608028654
Pseudomonas syringae pv. syringae,40,40,5,321,Bacteria; Gammaproteobacteria; Pseudomonadaceae; Pseudomonadales; Pseudomonadota; Pseudomonas; Pseudomonas syringae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.5682482323055424,3.5682482323055424,1.2615662610100802
Ginkgo biloba,40,40,1,3311,Embryophyta; Eukaryota; Ginkgo; Ginkgoaceae; Ginkgoales; Ginkgoidae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae,Plant,Plant,Cellular Life,Eukaryota,Plant,3.5682482323055424,3.5682482323055424,0.5641895835477563
Tetrahymena thermophila,40,40,16,5911,Alveolata; Ciliophora; Eukaryota; Hymenostomatida; Intramacronucleata; Oligohymenophorea; Sar; Tetrahymena; Tetrahymenidae; Tetrahymenina,other Eukaryota,Other Eukaryota,Cellular Life,Eukaryota,other Eukaryota,3.5682482323055424,3.5682482323055424,2.256758334191025
Macaca fuscata fuscata,40,40,1,9543,Catarrhini; Cercopithecidae; Cercopithecinae; Chordata; Craniata; Euarchontoglires; Eukaryota; Euteleostomi; Eutheria; Haplorrhini; Macaca; Mammalia; Metazoa; Primates; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.5682482323055424,3.5682482323055424,0.5641895835477563
Staphylococcus xylosus,40,40,1,1288,Bacillales; Bacillati; Bacilli; Bacillota; Bacteria; Staphylococcaceae; Staphylococcus,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.5682482323055424,3.5682482323055424,0.5641895835477563
Crotalus atrox,40,40,5,8730,Bifurcata; Chordata; Colubroidea; Craniata; Crotalinae; Crotalus; Episquamata; Eukaryota; Euteleostomi; Lepidosauria; Metazoa; Serpentes; Squamata; Toxicofera; Unidentata; Vertebrata; Viperidae,Animal,Animal,Cellular Life,Eukaryota,Animal,3.5682482323055424,3.5682482323055424,1.2615662610100802
Hydra vulgaris,40,40,3,6087,Anthoathecata; Aplanulata; Cnidaria; Eukaryota; Hydra; Hydridae; Hydroidolina; Hydrozoa; Metazoa,Animal,Animal,Cellular Life,Eukaryota,Animal,3.5682482323055424,3.5682482323055424,0.9772050238058398
Acidianus filamentous virus 1 (isolate United States/Yellowstone),40,40,6,654909,Acidianus filamentous virus 1; Adnaviria; Captovirus; Ligamenvirales; Taleaviricota; Tokiviricetes; Ungulaviridae; Viruses; Zilligvirae,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,3.5682482323055424,3.5682482323055424,1.381976597885342
Bacillus thuringiensis,39,39,10,1428,Bacillaceae; Bacillales; Bacillati; Bacilli; Bacillota; Bacillus; Bacillus cereus group; Bacteria,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.523362819972964,3.523362819972964,1.7841241161527712
Conus victoriae,39,39,5,319920,Caenogastropoda; Conidae; Conoidea; Conus; Cylinder; Eukaryota; Gastropoda; Lophotrochozoa; Metazoa; Mollusca; Neogastropoda; Spiralia,Animal,Animal,Cellular Life,Eukaryota,Animal,3.523362819972964,3.523362819972964,1.2615662610100802
Fowl adenovirus A serotype 1 (strain CELO / Phelps),39,39,3,10553,Adenoviridae; Aviadenovirus; Bamfordvirae; Fowl aviadenovirus A; Preplasmiviricota; Rowavirales; Tectiliviricetes; Varidnaviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,3.523362819972964,3.523362819972964,0.9772050238058398
Pseudomonas sp,39,39,15,306,Bacteria; Gammaproteobacteria; Pseudomonadaceae; Pseudomonadales; Pseudomonadota; Pseudomonas,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.523362819972964,3.523362819972964,2.1850968611841584
Escherichia phage P2,39,39,6,2905681,Caudoviricetes; Duplodnaviria; Heunggongvirae; Peduoviridae; Peduovirus; Peduovirus P2; Uroviricota; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,3.523362819972964,3.523362819972964,1.381976597885342
Lacticaseibacillus casei,39,39,5,1582,Bacillati; Bacilli; Bacillota; Bacteria; Lacticaseibacillus; Lactobacillaceae; Lactobacillales,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.523362819972964,3.523362819972964,1.2615662610100802
Selaginella moellendorffii,39,39,1,88036,Embryophyta; Eukaryota; Lycopodiopsida; Selaginella; Selaginellaceae; Selaginellales; Streptophyta; Tracheophyta; Viridiplantae,Plant,Plant,Cellular Life,Eukaryota,Plant,3.523362819972964,3.523362819972964,0.5641895835477563
Rana temporaria,39,39,3,8407,Amphibia; Anura; Batrachia; Chordata; Craniata; Eukaryota; Euteleostomi; Metazoa; Neobatrachia; Rana; Ranidae; Ranoidea; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.523362819972964,3.523362819972964,0.9772050238058398
Taeniopygia guttata,39,39,1,59729,Archelosauria; Archosauria; Australaves; Aves; Chordata; Coelurosauria; Craniata; Dinosauria; Estrildidae; Estrildinae; Eukaryota; Euteleostomi; Metazoa; Neoaves; Neognathae; Passeriformes; Passeroidea; Saurischia; Taeniopygia; Telluraves; Theropoda; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.523362819972964,3.523362819972964,0.5641895835477563
Agaricus bisporus,39,39,4,5341,Agaricaceae; Agaricales; Agaricineae; Agaricomycetes; Agaricomycetidae; Agaricomycotina; Agaricus; Basidiomycota; Dikarya; Eukaryota; Fungi,Fungi,Fungi,Cellular Life,Eukaryota,Fungi,3.523362819972964,3.523362819972964,1.1283791670955126
Formosa agariphila (strain DSM 15362 / KCTC 12365 / LMG 23005 / KMM 3901 / M-2Alg 35-1),39,39,4,1347342,Bacteria; Bacteroidota; Flavobacteriaceae; Flavobacteriales; Flavobacteriia; Formosa,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.523362819972964,3.523362819972964,1.1283791670955126
Conus striatus,39,39,6,6493,Caenogastropoda; Conidae; Conoidea; Conus; Eukaryota; Gastropoda; Lophotrochozoa; Metazoa; Mollusca; Neogastropoda; Pionoconus; Spiralia,Animal,Animal,Cellular Life,Eukaryota,Animal,3.523362819972964,3.523362819972964,1.381976597885342
Humulus lupulus,39,39,1,3486,Cannabaceae; Embryophyta; Eukaryota; Gunneridae; Humulus; Magnoliopsida; Pentapetalae; Rosales; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; eudicotyledons; fabids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,3.523362819972964,3.523362819972964,0.5641895835477563
Aquifex pyrophilus,39,39,2,2714,Aquifex; Aquificaceae; Aquificales; Aquificia; Aquificota; Bacteria,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.523362819972964,3.523362819972964,0.7978845608028654
Streptomyces clavuligerus,39,39,10,1901,Actinomycetes; Actinomycetota; Bacillati; Bacteria; Kitasatosporales; Streptomyces; Streptomycetaceae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.523362819972964,3.523362819972964,1.7841241161527712
Bacillus amyloliquefaciens,39,39,6,1390,Bacillaceae; Bacillales; Bacillati; Bacilli; Bacillota; Bacillus; Bacillus amyloliquefaciens group; Bacteria,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.523362819972964,3.523362819972964,1.381976597885342
Bungarus candidus,38,38,4,92438,Bifurcata; Bungarinae; Bungarus; Chordata; Colubroidea; Craniata; Elapidae; Episquamata; Eukaryota; Euteleostomi; Lepidosauria; Metazoa; Serpentes; Squamata; Toxicofera; Unidentata; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.477898169151024,3.477898169151024,1.1283791670955126
Leiurus hebraeus,38,38,7,2899558,Arachnida; Arthropoda; Buthida; Buthidae; Buthoidea; Chelicerata; Ecdysozoa; Eukaryota; Leiurus; Metazoa; Scorpiones,Animal,Animal,Cellular Life,Eukaryota,Animal,3.477898169151024,3.477898169151024,1.4927053303604616
Crotalus durissus terrificus,38,38,9,8732,Bifurcata; Chordata; Colubroidea; Craniata; Crotalinae; Crotalus; Episquamata; Eukaryota; Euteleostomi; Lepidosauria; Metazoa; Serpentes; Squamata; Toxicofera; Unidentata; Vertebrata; Viperidae,Animal,Animal,Cellular Life,Eukaryota,Animal,3.477898169151024,3.477898169151024,1.692568750643269
Enterobacter cloacae,38,38,5,550,Bacteria; Enterobacter; Enterobacter cloacae complex; Enterobacterales; Enterobacteriaceae; Gammaproteobacteria; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.477898169151024,3.477898169151024,1.2615662610100802
Scyliorhinus canicula,38,38,1,7830,Carcharhiniformes; Chondrichthyes; Chordata; Craniata; Elasmobranchii; Eukaryota; Galeoidea; Galeomorphii; Metazoa; Scyliorhinidae; Scyliorhinus; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.477898169151024,3.477898169151024,0.5641895835477563
Notamacropus eugenii,38,38,1,9315,Chordata; Craniata; Diprotodontia; Eukaryota; Euteleostomi; Macropodidae; Mammalia; Metatheria; Metazoa; Notamacropus; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.477898169151024,3.477898169151024,0.5641895835477563
Niallia circulans,38,38,12,1397,Bacillaceae; Bacillales; Bacillati; Bacilli; Bacillota; Bacteria; Niallia,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.477898169151024,3.477898169151024,1.9544100476116797
Hypocrea jecorina,38,38,7,51453,Ascomycota; Dikarya; Eukaryota; Fungi; Hypocreaceae; Hypocreales; Hypocreomycetidae; Pezizomycotina; Sordariomycetes; Trichoderma,Fungi,Fungi,Cellular Life,Eukaryota,Fungi,3.477898169151024,3.477898169151024,1.4927053303604616
Lachesana tarabaevi,38,38,2,379576,Arachnida; Araneae; Araneomorphae; Arthropoda; Chelicerata; Ecdysozoa; Entelegynae; Entelegynae incertae sedis; Eukaryota; Lachesana; Metazoa; Zodariidae,Animal,Animal,Cellular Life,Eukaryota,Animal,3.477898169151024,3.477898169151024,0.7978845608028654
Equus asinus,37,37,2,9793,Chordata; Craniata; Equidae; Equus; Eukaryota; Euteleostomi; Eutheria; Laurasiatheria; Mammalia; Metazoa; Perissodactyla; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.431831258788849,3.431831258788849,0.7978845608028654
Bacillus phage SP01,37,37,7,2884427,Caudoviricetes; Duplodnaviria; Herelleviridae; Heunggongvirae; Okubovirus; Okubovirus SPO1; Spounavirinae; Uroviricota; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,3.431831258788849,3.431831258788849,1.4927053303604616
Tityus discrepans,37,37,1,57059,Arachnida; Arthropoda; Buthida; Buthidae; Buthoidea; Chelicerata; Ecdysozoa; Eukaryota; Metazoa; Scorpiones; Tityus,Animal,Animal,Cellular Life,Eukaryota,Animal,3.431831258788849,3.431831258788849,0.5641895835477563
Naja kaouthia,37,37,7,8649,Bifurcata; Chordata; Colubroidea; Craniata; Elapidae; Elapinae; Episquamata; Eukaryota; Euteleostomi; Lepidosauria; Metazoa; Naja; Serpentes; Squamata; Toxicofera; Unidentata; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.431831258788849,3.431831258788849,1.4927053303604616
Dendroaspis angusticeps,37,37,10,8618,Bifurcata; Chordata; Colubroidea; Craniata; Dendroaspis; Elapidae; Elapinae; Episquamata; Eukaryota; Euteleostomi; Lepidosauria; Metazoa; Serpentes; Squamata; Toxicofera; Unidentata; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.431831258788849,3.431831258788849,1.7841241161527712
Acinetobacter calcoaceticus,36,36,2,471,Acinetobacter; Acinetobacter calcoaceticus/baumannii complex; Bacteria; Gammaproteobacteria; Moraxellaceae; Moraxellales; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.385137501286538,3.385137501286538,0.7978845608028654
Musca domestica,36,36,3,7370,Arthropoda; Brachycera; Diptera; Ecdysozoa; Endopterygota; Eukaryota; Hexapoda; Insecta; Metazoa; Musca; Muscidae; Muscoidea; Muscomorpha; Neoptera; Pterygota,Animal,Animal,Cellular Life,Eukaryota,Animal,3.385137501286538,3.385137501286538,0.9772050238058398
Legionella pneumophila,36,36,5,446,Bacteria; Gammaproteobacteria; Legionella; Legionellaceae; Legionellales; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.385137501286538,3.385137501286538,1.2615662610100802
Secale cereale,36,36,2,4550,BOP clade; Embryophyta; Eukaryota; Hordeinae; Liliopsida; Magnoliopsida; Poaceae; Poales; Pooideae; Secale; Spermatophyta; Streptophyta; Tracheophyta; Triticeae; Triticodae; Viridiplantae,Plant,Plant,Cellular Life,Eukaryota,Plant,3.385137501286538,3.385137501286538,0.7978845608028654
Naja naja,36,36,3,35670,Bifurcata; Chordata; Colubroidea; Craniata; Elapidae; Elapinae; Episquamata; Eukaryota; Euteleostomi; Lepidosauria; Metazoa; Naja; Serpentes; Squamata; Toxicofera; Unidentata; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.385137501286538,3.385137501286538,0.9772050238058398
Vibrio harveyi,36,36,8,669,Bacteria; Gammaproteobacteria; Pseudomonadota; Vibrio; Vibrionaceae; Vibrionales,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.385137501286538,3.385137501286538,1.5957691216057308
Galleria mellonella,36,36,2,7137,Arthropoda; Ditrysia; Ecdysozoa; Endopterygota; Eukaryota; Galleria; Galleriinae; Glossata; Hexapoda; Insecta; Lepidoptera; Metazoa; Neoptera; Pterygota; Pyralidae; Pyraloidea,Animal,Animal,Cellular Life,Eukaryota,Animal,3.385137501286538,3.385137501286538,0.7978845608028654
Hadronyche infensa,35,35,4,153481,Arachnida; Araneae; Arthropoda; Chelicerata; Ecdysozoa; Eukaryota; Hadronyche; Hexathelidae; Metazoa; Mygalomorphae,Animal,Animal,Cellular Life,Eukaryota,Animal,3.3377905890622728,3.3377905890622728,1.1283791670955126
Camelus dromedarius,35,35,5,9838,Artiodactyla; Camelidae; Camelus; Chordata; Craniata; Eukaryota; Euteleostomi; Eutheria; Laurasiatheria; Mammalia; Metazoa; Tylopoda; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.3377905890622728,3.3377905890622728,1.2615662610100802
Petroselinum crispum,35,35,2,4043,Apiaceae; Apiales; Apieae; Apioideae; Embryophyta; Eukaryota; Gunneridae; Magnoliopsida; Pentapetalae; Petroselinum; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; apioid superclade; asterids; campanulids; eudicotyledons,Plant,Plant,Cellular Life,Eukaryota,Plant,3.3377905890622728,3.3377905890622728,0.7978845608028654
Saccharolobus shibatae (strain ATCC 51178 / DSM 5389 / JCM 8931 / NBRC 15437 / B12),35,35,17,523848,Archaea; Saccharolobus; Sulfolobaceae; Sulfolobales; Thermoprotei; Thermoproteota,Archaea,Microbial,Cellular Life,Archaea,Monera,3.3377905890622728,3.3377905890622728,2.326213245840639
Columba livia,35,35,4,8932,Archelosauria; Archosauria; Aves; Chordata; Coelurosauria; Columba; Columbidae; Columbiformes; Columbimorphae; Craniata; Dinosauria; Eukaryota; Euteleostomi; Metazoa; Neoaves; Neognathae; Saurischia; Theropoda; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,3.3377905890622728,3.3377905890622728,1.1283791670955126
Streptococcus pneumoniae,35,35,6,1313,Bacillati; Bacilli; Bacillota; Bacteria; Lactobacillales; Streptococcaceae; Streptococcus,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.3377905890622728,3.3377905890622728,1.381976597885342
Plasmodium yoelii yoelii,35,35,3,73239,Aconoidasida; Alveolata; Apicomplexa; Eukaryota; Haemosporida; Plasmodiidae; Plasmodium; Plasmodium (Vinckeia); Sar,other Eukaryota,Other Eukaryota,Cellular Life,Eukaryota,other Eukaryota,3.3377905890622728,3.3377905890622728,0.9772050238058398
Penicillium brasilianum,35,35,3,104259,Ascomycota; Aspergillaceae; Dikarya; Eukaryota; Eurotiales; Eurotiomycetes; Eurotiomycetidae; Fungi; Penicillium; Pezizomycotina,Fungi,Fungi,Cellular Life,Eukaryota,Fungi,3.3377905890622728,3.3377905890622728,0.9772050238058398
Leishmania donovani,35,35,2,5661,Discoba; Euglenozoa; Eukaryota; Kinetoplastea; Leishmania; Leishmaniinae; Metakinetoplastina; Trypanosomatida; Trypanosomatidae,other Eukaryota,Other Eukaryota,Cellular Life,Eukaryota,other Eukaryota,3.3377905890622728,3.3377905890622728,0.7978845608028654
Proteus vulgaris,34,34,5,585,Bacteria; Enterobacterales; Gammaproteobacteria; Morganellaceae; Proteus; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,3.2897623212397704,3.2897623212397704,1.2615662610100802
Sulfolobus spindle-shape virus 1,34,34,6,244589,Alphafusellovirus; Fuselloviridae; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,3.2897623212397704,3.2897623212397704,1.381976597885342
Phytophthora infestans,34,34,1,4787,Eukaryota; Oomycota; Peronosporaceae; Peronosporales; Phytophthora; Sar; Stramenopiles,other Eukaryota,Other Eukaryota,Cellular Life,Eukaryota,other Eukaryota,3.2897623212397704,3.2897623212397704,0.5641895835477563
Hevea brasiliensis,34,34,7,3981,Crotonoideae; Embryophyta; Eukaryota; Euphorbiaceae; Gunneridae; Hevea; Magnoliopsida; Malpighiales; Micrandreae; Pentapetalae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; eudicotyledons; fabids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,3.2897623212397704,3.2897623212397704,1.4927053303604616
